,Cluster Coefficient,Gamma,Node Degree
3933491,0.0,0.0,1
2721080,0.0,0.0,1
2524474,0.0,0.0,4
1975306,0.0,0.0,3
3726852,0.0,0.0,2
525648,0.0,0.0,1
440110,0.0,0.0,3
5277009,0.0,0.0,1
2660542,0.0,0.0,2
4523351,0.0,0.0,1
321739,0.0,0.0,3
4523358,0.0,0.0,1
4532572,0.0,0.0,3
4293982,0.0,0.0,1
1423183,0.3333333333333333,0.5,3
4130155,0.0,0.0,2
3455456,0.0,0.0,3
8719,0.0,0.0,3
1705326,0.0,0.0,1
2132139,0.0,0.0,5
4031861,0.0,0.0,2
940061,0.0,0.0,4
4550338,0.0,0.0,1
5277057,0.0,0.0,1
4081481,0.0,0.0,3
1705346,0.0,0.0,1
4251838,0.0,0.0,5
3212675,0.0,0.0,1
4962961,0.0,0.0,6
4687251,0.0,0.0,2
1362965,0.0,0.0,18
2750696,0.0,0.0,1
4162963,0.0,0.0,1
5382799,0.0,0.0,20
1639832,0.0,0.0,1
2904482,0.0,0.0,3
4359579,0.0,0.0,3
297636,0.0,0.0,2
359973,0.0,0.0,1
230820,0.0,0.0,2
3148977,0.0,0.0,2
2586043,0.0,0.0,2
4621734,0.0,0.0,2
146237,0.0,0.0,1
3999149,0.0,0.0,1
4949422,0.0,0.0,2
2938735,0.0,0.0,22
90443,0.0,0.0,4
886193,0.0,0.0,2
3134252,0.0,0.0,1
2254197,0.044444444444444446,0.6951941016011038,10
3311039,0.0,0.0,2
1804018,0.0,0.0,1
824427,0.0,0.0,9
1803717,0.0,0.0,1
3555504,0.1,0.5,5
3507655,0.0,0.0,2
2467131,0.0,0.0,1
1603932,0.0,0.0,2
1476046,0.0,0.0,1
3720578,0.0,0.0,2
3999182,0.0,0.0,1
2754001,0.0,0.0,5
4401213,0.0,0.0,2
3990208,0.0,0.0,2
4073551,0.0,0.0,1
1519326,0.0,0.0,1
4883926,0.0,0.0,1
2688472,0.0,0.0,2
5176846,0.0,0.0,1
3003338,0.0,0.0,2
5211609,0.0,0.0,1
2400144,0.16666666666666666,0.5,4
3442142,0.0,0.0,1
5240172,0.0,0.0,2
4130278,0.3333333333333333,0.5,3
4943287,0.0,0.0,3
730647,0.015151515151515152,0.5,12
1659609,0.3333333333333333,0.5,3
4687341,0.0,0.0,1
3769860,0.0,0.0,3
1476081,0.0,0.0,1
4425204,0.0,0.0,1
429002,0.0,0.0,4
2754040,0.0,0.0,1
2509559,0.0,0.0,3
3343875,0.0,0.0,2
916026,0.0,0.0,2
94069,0.0,0.0,3
4692292,0.0,0.0,1
2304303,0.0,0.0,14
4687364,0.0,0.0,1
3068649,0.0,0.0,2
3147272,0.0,0.0,1
3652092,0.0,0.0,2
787978,0.0,0.0,1
3648039,0.0,0.0,2
1869333,0.0,0.0,1
4620164,0.0,0.0,4
3409431,0.0,0.0,1
3150066,0.0,0.0,2
2164247,0.0,0.0,1
4097559,0.0,0.0,1
4898148,0.004761904761904762,0.5,21
3442200,0.0,0.0,4
5418823,0.0,0.0,1
1481595,0.0,0.0,1
2979599,0.0,0.0,1
1926866,0.0,0.0,2
5015069,0.0,0.0,1
755229,0.0,0.0,1
1349156,0.0,0.0,2
2393631,0.0,0.0,2
3727257,0.0,0.0,3
820770,0.0,0.0,2
2493701,0.0,0.0,1
3255201,0.0,0.0,2
727256,0.0,0.0,2
2994277,0.0,0.0,2
3402337,0.0,0.0,1
3405490,0.0,0.0,1
1836613,0.0,0.0,2
2590243,0.0,0.0,2
3136904,0.0,0.0,4
34693,0.0,0.0,8
3212837,0.0,0.0,1
919075,0.0,0.0,1
1419758,0.0,0.0,3
525863,0.0,0.0,4
2660518,0.0,0.0,1
3215995,0.0,0.0,3
4277303,0.0,0.0,1
3314650,0.0,0.0,2
2295334,0.0,0.0,1
4639614,0.0,0.0,1
1958569,0.0,0.0,1
628833,0.0,0.0,2
3114545,0.0,0.0,4
1707170,0.0,0.0,1
599514,0.0,0.0,2
2770708,0.0,0.0,2
3524807,0.0,0.0,1
5342775,0.0,0.0,3
5426084,0.0,0.0,3
1969317,0.0,0.0,2
2164287,0.0,0.0,1
4819300,0.0,0.0,2
5253939,0.0,0.0,1
2721350,0.0,0.0,1
2572858,0.0,0.0,3
5277255,0.0,0.0,1
329291,0.0,0.0,2
4044656,0.0,0.0,1
511390,0.0,0.0,3
4785745,0.0,0.0,1
2187359,0.0,0.0,2
4523603,0.0,0.0,2
4928470,0.0,0.0,3
4547610,0.0,0.0,3
2950739,0.0,0.0,1
1826376,0.0,0.0,2
1574487,0.0,0.0,3
3556886,0.0,0.0,2
2291898,0.0,0.0,2
2559050,0.0,0.0,1
3737177,0.0,0.0,1
5262094,0.0,0.0,3
3671642,0.0,0.0,1
3838375,0.0,0.0,3
2655836,0.0,0.0,1
2852447,0.0,0.0,3
2650890,0.0,0.0,2
4192403,0.0,0.0,1
3507811,0.0,0.0,1
1843265,0.0,0.0,2
2492009,0.0,0.0,2
3199144,0.0,0.0,1
1728971,0.0,0.0,5
4654702,0.0,0.0,2
2064368,0.0,0.0,2
4713864,0.0,0.0,7
5211759,0.0,0.0,1
3752187,0.0,0.0,5
329336,0.0,0.0,1
3802745,0.0,0.0,1
4097657,0.0,0.0,2
2256264,0.0,0.0,2
2011466,0.0,0.0,1
3540600,0.0,0.0,1
5484641,0.0,0.0,22
3442301,0.0,0.0,1
2815151,0.0,0.0,2
3540606,0.0,0.0,3
356009,0.0,0.0,5
2758689,0.0,0.0,14
4580862,0.0,0.0,6
3835518,0.0,0.0,1
1285139,0.0,0.0,4
34430,0.0,0.0,2
3311860,0.0,0.0,2
4363317,0.0,0.0,3
1902211,0.0,0.0,3
1848139,0.0,0.0,3
3082538,0.0,0.0,2
1361332,0.0,0.0,2
4523652,0.0,0.0,1
4157504,0.0,0.0,13
5015173,0.0,0.0,2
1280952,0.0,0.0,1
4973725,0.0,0.0,10
4589190,0.0,0.0,2
3745616,0.0,0.0,2
3357605,0.03571428571428571,0.5,8
4425349,0.0,0.0,1
3695042,0.0,0.0,2
4785806,0.0,0.0,1
5047953,0.0,0.0,1
5020821,0.0,0.0,2
1214099,0.0,0.0,1
5343415,0.0,0.0,6
1443478,0.0,0.0,1
4634259,0.0,0.0,2
2754216,0.0,0.0,1
2243240,0.0,0.0,2
984749,0.0,0.0,1
5038529,0.0,0.0,6
624305,0.0,0.0,1
2905092,0.0,0.0,11
4622003,0.0,0.0,2
280948,0.0,0.0,2
3150240,0.0,0.0,4
5080758,0.0,0.0,1
3999420,0.0,0.0,2
3416564,0.0,0.0,3
1443526,0.0,0.0,2
3986523,0.0,0.0,1
408105,0.0,0.0,5
3835594,0.0,0.0,3
539323,0.0,0.0,3
5485811,0.0,0.0,2
4163278,0.0,0.0,3
1756494,0.0,0.0,1
1694175,0.0,0.0,2
1456364,0.0,0.0,1
1935055,0.0,0.0,2
3057342,0.0,0.0,7
22353,0.0,0.0,2
5375703,0.0,0.0,2
288636,0.0,0.0,1
200203,0.0,0.0,3
4261594,0.0,0.0,1
1541851,0.0,0.0,2
1303477,0.0,0.0,1
2787035,0.0,0.0,2
473305,0.0,0.0,10
4035238,0.0,0.0,1
329438,0.0,0.0,1
1113093,0.0,0.0,6
4261606,0.0,0.0,1
3855267,0.0,0.0,2
1443565,0.0,0.0,1
2918126,0.0,0.0,2
3633329,0.0,0.0,3
1229632,0.0,0.0,2
1443568,0.0,0.0,2
2449946,0.0,0.0,1
4353458,0.0,0.0,4
1771248,0.0,0.0,1
465008,0.0,0.0,2
1378034,0.0,0.0,1
5310197,0.0,0.0,2
4053918,0.0,0.0,1
3458582,0.0,0.0,8
2983674,0.0,0.0,2
2379654,0.0,0.0,5
1231855,0.0,0.0,1
2492163,0.0,0.0,1
1856793,0.0,0.0,2
2492168,0.0,0.0,1
1859323,0.0,0.0,2
3606290,0.0,0.0,2
1175352,0.047619047619047616,0.5,7
2594270,0.0,0.0,1
3016470,0.0,0.0,1
3798211,0.0,0.0,2
526106,0.0,0.0,1
1406417,0.0,0.0,4
4785946,0.0,0.0,2
2154648,0.0,0.0,1
755486,0.0,0.0,2
3962495,0.0,0.0,1
626481,0.0,0.0,7
1115935,0.0,0.0,1
3131187,0.0,0.0,2
4949791,0.0,0.0,2
4485833,0.0,0.0,2
2197292,0.0,0.0,1
3874183,0.0,0.0,6
3213106,0.0,0.0,1
5122010,0.0,0.0,4
2950963,0.0,0.0,1
2253963,0.0,0.0,2
5179193,0.0,0.0,3
1820810,0.13333333333333333,0.6951941016011038,6
1883368,0.0,0.0,2
2623294,0.0,0.0,1
4253571,0.0,0.0,2
2230087,0.0,0.0,2
1633437,0.0,0.0,4
285591,0.0,0.0,1
1345352,0.0,0.0,1
4127309,0.01282051282051282,0.5,13
1574733,0.0,0.0,1
4228950,0.0,0.0,2
423889,0.0,0.0,2
496455,0.0,0.0,4
1148761,0.0,0.0,1
3084555,0.0,0.0,4
690012,0.0,0.0,1
370604,0.0,0.0,3
4687714,0.0,0.0,2
864565,0.0,0.0,3
4283334,0.0,0.0,1
5146470,0.0,0.0,2
1365599,0.0,0.0,1
3540842,0.0,0.0,2
567193,0.0,0.0,1
4123804,0.0,0.0,7
2000750,0.0,0.0,1
3409774,0.0,0.0,2
3456735,0.0,0.0,1
3227170,0.0,0.0,8
4327280,0.0,0.0,1
2754416,0.0,0.0,1
395121,0.0,0.0,1
981417,0.0,0.0,3
919416,0.0,0.0,1
1148793,0.0,0.0,2
3784772,0.0,0.0,2
4949882,0.0,0.0,3
2823262,0.0,0.0,1
2070882,0.0,0.0,8
1116028,0.0,0.0,7
3396756,0.0,0.0,2
199448,0.0,0.0,2
4024941,0.0,0.0,5
325541,0.0,0.0,2
4814277,0.0,0.0,1
1865191,0.0,0.0,1
4868421,0.0,0.0,1
1378324,0.0,0.0,5
1489741,0.0,0.0,2
3687441,0.0,0.0,1
359521,0.0,0.0,1
4484465,0.0,0.0,2
622071,0.0,0.0,2
1410950,0.3333333333333333,0.5,3
1658118,0.0,0.0,1
3143383,1.0,0.5,2
2892163,0.16666666666666666,0.5,4
1181575,0.0,0.0,4
2438448,0.0,0.0,1
114928,0.0,0.0,2
668125,0.0,0.0,2
1542021,0.0,0.0,1
1299514,0.0,0.0,5
461857,0.0,0.0,1
4770279,0.0,0.0,3
4373805,0.0,0.0,1
2257873,0.0,0.0,2
4307488,0.0,0.0,2
5073518,0.0,0.0,1
2218693,0.0,0.0,1
3966863,0.0,0.0,1
1587799,0.0,0.0,3
34704,0.0,0.0,1
3049362,0.0,0.0,1
5381555,0.0,0.0,4
5048210,0.0,0.0,2
1205609,0.0,0.0,1
5080981,0.0,0.0,8
916076,0.0,0.0,2
5484453,0.0,0.0,3
5164110,0.0,0.0,2
4772321,0.0,0.0,3
1612657,0.0,0.0,1
3161463,0.0,0.0,1
1878615,0.0,0.0,1
1890040,0.0,0.0,2
657302,0.0,0.0,8
2815112,0.0,0.0,3
3699182,0.0,0.0,2
2664654,0.0,0.0,2
3166213,0.0,0.0,2
4498885,0.0,0.0,1
4803771,0.0,0.0,1
2931925,0.0,0.0,3
3672477,0.0,0.0,2
4786078,0.0,0.0,2
2713734,0.0,0.0,5
677630,0.0,0.0,5
4556703,0.0,0.0,10
3977168,0.0,0.0,1
1971817,0.0,0.0,1
122909,0.0,0.0,1
2838035,0.0,0.0,1
4605172,0.0,0.0,4
677222,0.0,0.0,1
3514471,0.0,0.0,5
372698,0.0,0.0,1
1504513,0.0,0.0,2
3918774,0.0,0.0,2
1607582,0.0,0.0,1
5429462,0.0,0.0,3
3442595,0.0,0.0,3
216658,0.0,0.0,2
1736618,0.0,0.0,3
2348909,0.0,0.0,1
3606439,0.0,0.0,1
1995555,0.0,0.0,3
3180464,0.0,0.0,1
2009440,0.0,0.0,3
985012,0.0,0.0,1
4515745,0.0,0.0,3
4425655,0.0,0.0,2
3626390,0.0,0.0,1
4786105,0.0,0.0,2
3715034,0.0,0.0,1
2000828,0.0,0.0,2
3777529,0.0,0.0,2
3481754,0.0,0.0,2
1279933,0.0,0.0,3
2371335,0.0,0.0,3
2048342,0.0,0.0,1
1720332,0.0,0.0,2
4327360,0.0,0.0,3
897168,0.0,0.0,1
1411010,0.0,0.0,2
5217449,0.0,0.0,3
4337348,0.0,0.0,1
5507014,0.0,0.0,2
1340328,0.0,0.0,6
3871860,0.0,0.0,3
2066374,0.0,0.0,1
218073,0.0,0.0,2
3082184,0.0,0.0,1
3901385,0.0,0.0,1
821197,0.0,0.0,1
56869,0.0,0.0,3
853966,0.0,0.0,1
398794,0.0,0.0,2
1607632,0.0,0.0,4
1102653,0.0,0.0,2
109593,0.0,0.0,1
4706641,0.0,0.0,2
1594451,0.0,0.0,1
4556753,0.0,0.0,1
626470,0.0,0.0,10
3573715,0.3333333333333333,0.5,3
1386578,0.3333333333333333,0.5,3
5154552,0.3333333333333333,0.5,3
329684,0.0,0.0,1
4884686,0.0,0.0,2
4392916,0.0,0.0,2
3323322,0.0,0.0,2
4655063,0.0,0.0,2
1467956,0.0,0.0,4
4825236,0.0,0.0,1
5375959,0.0,0.0,3
2620967,0.03571428571428571,0.5,8
4404141,0.047619047619047616,0.5,7
4710920,0.004329004329004329,0.5,22
1181661,0.0,0.0,1
3437300,0.0,0.0,3
2721761,0.0,0.0,1
148136,0.0,0.0,4
2066415,0.0,0.0,1
2520577,0.0,0.0,6
100342,0.0,0.0,2
5040011,0.0,0.0,2
1470633,0.0,0.0,4
5310456,0.0,0.0,1
4619087,0.0,0.0,2
4884476,0.0,0.0,3
2737006,0.0,0.0,1
1950701,0.0,0.0,4
823000,0.0,0.0,1
3966975,0.0,0.0,2
2056420,0.0,0.0,2
1749587,0.0,0.0,9
3442690,0.0,0.0,1
4367399,0.0,0.0,2
1542146,0.0,0.0,1
1955393,0.0,0.0,4
4851723,0.16666666666666666,0.5,4
3882145,1.0,0.5,2
432120,1.0,0.5,2
1718203,0.0,0.0,5
3901453,0.0,0.0,1
935816,0.0,0.0,2
788497,0.0,0.0,1
3341159,0.0,0.0,2
1247250,0.0,0.0,1
2639189,0.0,0.0,3
3943102,0.0,0.0,1
1796210,0.0,0.0,1
4399744,0.0,0.0,2
67608,0.0,0.0,1
1604177,0.0,0.0,7
4163609,0.0,0.0,1
1604861,0.0,0.0,4
4917279,0.0,0.0,1
624671,0.0,0.0,1
3364267,0.06666666666666667,0.5,6
2656302,0.0,0.0,1
1363427,0.0,0.0,9
329778,0.0,0.0,1
2006210,0.0,0.0,2
3967029,0.0,0.0,2
3149960,0.0,0.0,1
624700,0.0,0.0,1
2109,0.0,0.0,3
4021013,0.0,0.0,1
462251,0.0,0.0,7
5277763,0.0,0.0,4
801085,0.0,0.0,1
5385298,0.0,0.0,3
3921514,0.0,0.0,2
467500,0.0,0.0,2
755782,0.0,0.0,1
2295998,0.0,0.0,3
4720711,0.0,0.0,1
1429761,0.0,0.0,2
3147850,0.0,0.0,2
1798912,0.0,0.0,2
1052352,0.0,0.0,2
4032588,0.0,0.0,1
3508303,0.0,0.0,3
1603120,0.0,0.0,2
1063977,0.0,0.0,3
1119189,0.0,0.0,3
3410000,0.0,0.0,2
2141128,0.0,0.0,1
2765836,0.0,0.0,2
2000977,0.0,0.0,5
5064289,0.0,0.0,2
2256050,0.0,0.0,5
2437917,0.01818181818181818,0.5,11
770531,0.0,0.0,1
1149008,0.0,0.0,3
3514741,0.0,0.0,2
214782,0.0,0.0,2
709381,0.0,0.0,2
3770459,0.0,0.0,1
160822,0.0,0.0,2
4327520,0.0,0.0,1
3109514,0.0,0.0,5
1607782,0.0,0.0,1
4229226,0.0,0.0,4
5053473,0.0,0.0,11
2202334,0.0,0.0,1
3431849,0.0,0.0,1
2820204,0.0,0.0,1
770905,0.0,0.0,2
3770480,0.0,0.0,2
4486378,0.0,0.0,1
2905445,0.0,0.0,3
2623607,0.0,0.0,2
1138319,0.0,0.0,3
5441656,0.0,0.0,1
3054975,0.0,0.0,2
4524153,0.0,0.0,1
2047878,0.0,0.0,3
2492544,0.0,0.0,2
3411004,0.0,0.0,3
3764372,0.0,0.0,2
4819078,0.0,0.0,1
4917388,0.0,0.0,2
3872960,0.0,0.0,3
2562641,0.0,0.0,1
2249631,0.0,0.0,1
5399761,0.0,0.0,4
2796087,0.0,0.0,1
2329484,0.0,0.0,1
4622480,0.0,0.0,1
4117380,0.0,0.0,3
4327568,0.0,0.0,4
5378017,0.0,0.0,3
4466286,0.0,0.0,2
3234741,0.0,0.0,2
2104537,0.0,0.0,2
5015701,0.0,0.0,1
5438851,0.0,0.0,7
2197659,0.0,0.0,2
292117,0.0,0.0,2
4491424,0.0,0.0,1
4200987,0.16666666666666666,0.5,4
2791236,0.0,0.0,1
4980401,0.0,0.0,4
1243696,0.0,0.0,1
4524212,0.0,0.0,3
662497,0.0,0.0,2
264372,0.0,0.0,2
5022332,0.0,0.0,2
2735673,0.0,0.0,2
2730155,0.0,0.0,2
3002457,0.0,0.0,1
864717,0.0,0.0,1
5239741,0.0,0.0,3
2354993,0.0,0.0,2
2542559,0.0,0.0,16
5408960,0.0,0.0,1
2243672,0.0,0.0,2
952514,0.0,0.0,2
1833675,0.0,0.0,3
5140720,0.0,0.0,1
2820291,0.0,0.0,1
1444039,0.0,0.0,1
2367335,0.0,0.0,5
3358166,0.0,0.0,11
4262095,0.0,0.0,1
1357638,0.0,0.0,3
198868,0.0,0.0,2
248373,0.0,0.0,3
4595044,0.0,0.0,1
4950229,0.0,0.0,2
4206129,0.0,0.0,1
3986677,0.0,0.0,3
2164951,0.0,0.0,4
1253645,0.0,0.0,2
546773,0.0,0.0,2
3559740,0.0,0.0,2
4458713,0.0,0.0,2
3076600,0.0,0.0,1
1194988,0.0,0.0,2
2296029,0.0,0.0,1
238604,0.2,0.6951941016011038,5
2263261,0.0,0.0,1
1280234,0.0,0.0,2
2385426,0.0,0.0,2
4691426,0.0,0.0,1
2197744,0.0,0.0,1
4844777,0.0,0.0,4
1313009,0.0,0.0,2
1678743,0.0,0.0,5
1815321,0.0,0.0,1
4098292,0.0,0.0,1
2428472,0.0,0.0,3
2494633,0.0,0.0,1
3246328,0.0,0.0,1
761043,0.0,0.0,2
3246335,0.0,0.0,1
2787588,0.0,0.0,4
246776,0.0,0.0,3
3401668,0.0,0.0,2
4518892,0.1,0.5,5
4634255,0.0,0.0,1
2984205,0.0,0.0,1
4803711,0.0,0.0,4
4851986,0.0,0.0,2
1135033,0.0,0.0,2
1149209,0.0,0.0,3
5217601,0.0,0.0,1
335136,0.0,0.0,13
578038,0.0,0.0,2
1968410,0.0,0.0,4
4443991,0.0,0.0,2
4366076,0.0,0.0,2
4577534,0.0,0.0,2
4991904,0.0,0.0,2
1772295,0.0,0.0,2
501233,0.0,0.0,1
3321709,0.0,0.0,1
2525735,0.0,0.0,1
707804,0.0,0.0,1
706881,0.0,0.0,1
1701686,0.0,0.0,1
4629134,0.0,0.0,1
5330730,0.0,0.0,1
1528580,0.0,0.0,1
207599,0.0,0.0,1
992842,0.0,0.0,1
887587,0.0,0.0,1
2341968,0.0,0.0,1
663808,0.0,0.0,1
2880705,1.0,0.5,2
925698,0.0,0.0,1
80614,0.0,0.0,1
1203117,0.0,0.0,1
2685819,0.0,0.0,1
5496045,0.0,0.0,1
2176723,0.0,0.0,1
1373281,0.0,0.0,2
4597774,0.0,0.0,1
5121223,0.0,0.0,1
3547425,0.0,0.0,1
3731025,0.0,0.0,1
972552,0.0,0.0,1
4381980,0.0,0.0,1
3743004,0.0,0.0,1
5002296,0.0,0.0,1
3765477,0.0,0.0,1
2907773,0.0,0.0,1
4579649,0.0,0.0,1
4092701,0.0,0.0,1
3037677,0.0,0.0,1
801776,1.0,0.5,2
2248782,0.0,0.0,2
2133974,0.0,0.0,2
624926,0.0,0.0,1
2951456,0.0,0.0,3
5489959,0.0,0.0,2
174314,0.0,0.0,2
5114151,0.0,0.0,1
4557096,0.0,0.0,1
4205189,0.0,0.0,2
2492714,0.0,0.0,1
4622635,0.0,0.0,2
2518559,0.0,0.0,1
2104469,0.0,0.0,4
1219835,0.0,0.0,3
985391,0.0,0.0,2
1801698,0.0,0.0,1
4557110,0.0,0.0,1
2959725,0.0,0.0,2
1673527,0.0,0.0,1
1127119,0.0,0.0,10
2001207,0.0,0.0,2
1760118,0.0,0.0,2
1548170,0.0,0.0,10
723264,0.0,0.0,3
2275217,0.0,0.0,1
837992,0.0,0.0,4
767175,0.0,0.0,1
2066752,0.0,0.0,4
982269,0.0,0.0,2
2505109,0.0,0.0,1
5254712,0.0,0.0,1
3095827,0.0,0.0,2
2328901,0.0,0.0,1
3054848,0.0,0.0,7
4032844,0.0,0.0,2
5413706,0.0,0.0,1
4098382,0.0,0.0,1
4360529,0.0,0.0,1
2001233,0.0,0.0,1
2361682,0.0,0.0,1
902397,0.0,0.0,14
559450,0.0,0.0,1
2754907,0.0,0.0,1
3503822,0.0,0.0,2
2575031,0.0,0.0,1
657763,0.0,0.0,1
4611762,0.0,0.0,3
494413,0.0,0.0,10
5048680,0.0,0.0,1
2118896,0.0,0.0,2
2099563,0.0,0.0,1
2537606,0.0,0.0,2
919926,0.0,0.0,3
954714,0.0,0.0,2
4297903,0.0,0.0,3
5287335,0.0,0.0,2
2499254,0.0,0.0,6
4098430,0.0,0.0,2
3625148,0.0,0.0,1
625026,0.0,0.0,2
3103224,0.0,0.0,2
5474692,0.0,0.0,1
4673511,0.0,0.0,3
4852104,0.0,0.0,2
280573,0.0,0.0,2
3910801,0.0,0.0,3
4163977,0.0,0.0,1
1849453,0.0,0.0,3
2296214,0.0,0.0,1
2845962,0.0,0.0,2
5474713,0.0,0.0,1
4506990,0.0,0.0,2
559517,0.0,0.0,1
5147044,0.0,0.0,1
4295077,0.0,0.0,6
2048193,0.0,0.0,5
3354086,0.0,0.0,3
211248,0.0,0.0,3
3087095,0.0,0.0,1
446518,0.0,0.0,2
690601,1.0,0.5,2
3650956,1.0,0.5,2
1799959,0.16666666666666666,0.5,4
100783,0.0,0.0,1
4458932,0.0,0.0,3
3077036,0.0,0.0,16
5260588,0.0,0.0,1
4512839,0.0,0.0,1
625077,0.0,0.0,2
3564262,0.0,0.0,8
4786614,0.0,0.0,1
2558631,0.0,0.0,4
2591167,0.0,0.0,1
4032967,0.0,0.0,1
3181004,0.0,0.0,1
2820559,0.0,0.0,2
4357594,0.0,0.0,1
4524496,0.0,0.0,1
5016017,0.0,0.0,2
753053,0.0,0.0,2
4983250,0.0,0.0,1
1678341,0.0,0.0,9
440669,0.0,0.0,1
3609738,0.0,0.0,4
3162203,0.0,0.0,3
2084993,0.0,0.0,2
5474794,1.0,0.5,2
2767035,0.3333333333333333,0.0,4
362988,0.0,0.0,3
4613687,0.0,0.0,2
1481829,0.0,0.0,2
383527,0.0,0.0,3
2296302,0.0,0.0,1
1726848,0.0,0.0,2
2984433,0.0,0.0,1
1935869,0.0,0.0,1
3426260,0.0,0.0,13
1116669,0.0,0.0,1
4311195,0.0,0.0,4
4491785,0.0,0.0,1
1209374,0.03571428571428571,0.5,8
854538,0.0,0.0,3
3237879,0.0,0.0,3
3279372,0.0,0.0,1
3811985,0.0,0.0,2
3803660,0.0,0.0,1
115840,0.0,0.0,2
5016091,0.0,0.0,1
3579801,0.0,0.0,6
2589,0.0,0.0,1
2225575,0.0,0.0,3
4000286,0.0,0.0,4
3347433,0.0,0.0,1
4756889,0.0,0.0,1
196085,0.0,0.0,1
3709828,0.0,0.0,2
4655647,0.0,0.0,1
2974497,0.0,0.0,4
4622883,0.0,0.0,1
4262440,0.0,0.0,2
964365,0.0,0.0,4
251546,0.0,0.0,15
3443242,0.0,0.0,1
3901998,0.0,0.0,3
648350,0.0,0.0,3
585717,0.0,0.0,1
1571454,0.0,0.0,3
264754,0.0,0.0,1
3489422,0.0,0.0,2
1608264,0.3333333333333333,0.5,3
1174752,1.0,0.5,2
4482944,0.1,0.5,5
4463371,0.0,0.0,1
1968713,0.0,0.0,1
381229,0.0,0.0,2
4557387,0.0,0.0,3
5459760,0.0,0.0,2
2835585,0.0,0.0,6
1623016,0.0,0.0,3
789068,0.0,0.0,1
3050068,0.0,0.0,3
1446290,0.0,0.0,3
1229428,0.0,0.0,1
1782763,0.0,0.0,1
2198102,0.0,0.0,1
4527791,0.0,0.0,2
199260,0.0,0.0,1
4749046,0.0,0.0,6
100958,0.0,0.0,2
1714269,0.0,0.0,1
952927,0.0,0.0,1
425468,0.0,0.0,2
2296422,0.0,0.0,1
1411690,0.0,0.0,1
2749885,0.0,0.0,4
2394732,0.0,0.0,1
4285969,0.0,0.0,3
1215099,0.0,0.0,2
2639545,0.0,0.0,3
2048069,0.0,0.0,1
4393598,0.0,0.0,2
670720,0.0,0.0,12
1903231,0.0,0.0,3
1613234,0.0,0.0,1
4649155,0.0,0.0,1
3377793,0.0,0.0,1
451557,0.0,0.0,3
2984582,0.0,0.0,3
1263920,0.0,0.0,1
824600,0.0,0.0,16
4112406,0.0,0.0,10
1280651,1.0,0.5,2
1362132,1.0,0.5,2
5048976,0.0,0.0,1
4229782,0.0,0.0,5
4711746,0.0,0.0,2
800605,0.0,0.0,2
5041606,0.0,0.0,1
2615993,0.0,0.0,1
2012129,0.0,0.0,1
748867,0.0,0.0,2
4257278,0.0,0.0,2
2714378,0.0,0.0,1
5265654,0.0,0.0,1
2043313,0.0,0.0,1
1265872,0.16666666666666666,0.5,4
887456,0.0,0.0,1
855784,0.0,0.0,4
5329765,0.0,0.0,1
293509,0.0,0.0,1
1528962,0.0,0.0,2
3327814,0.0,0.0,1
2423186,0.0,0.0,1
957125,0.09523809523809523,0.6951941016011038,7
5477841,0.0,0.0,2
3327340,1.0,0.5,2
5360369,0.3333333333333333,0.5,3
2600127,0.0,0.0,1
4318444,0.0,0.0,1
3256036,0.0,0.0,2
3837973,0.0,0.0,1
1608360,0.0,0.0,1
1070520,0.0,0.0,13
1149611,0.0,0.0,11
1758188,0.0,0.0,1
2024932,0.0,0.0,8
5493224,0.0,0.0,2
3787438,0.0,0.0,1
2483768,0.0,0.0,1
3497959,0.0,0.0,1
2415542,0.0,0.0,1
5151616,0.0,0.0,1
2307867,0.0,0.0,1
202899,0.0,0.0,1
232108,0.0,0.0,2
888966,0.0,0.0,3
1859639,0.0,0.0,8
2689714,0.0,0.0,1
3218990,0.0,0.0,7
854710,0.0,0.0,1
4164283,0.0,0.0,2
1204445,0.0,0.0,2
4564010,0.0,0.0,2
1936064,0.0,0.0,2
5393429,0.0,0.0,2
2596695,0.0,0.0,1
395971,0.0,0.0,1
1444551,0.0,0.0,1
2239176,0.0,0.0,3
3771083,0.0,0.0,2
4677333,0.0,0.0,2
101069,0.0,0.0,1
2525904,0.0,0.0,3
3870205,0.0,0.0,2
1851073,0.0,0.0,5
3738342,0.0,0.0,2
2001620,0.0,0.0,1
2099927,0.0,0.0,4
548182,0.0,0.0,1
2025423,0.0,0.0,2
940679,0.0,0.0,1
3281209,0.0,0.0,1
3541720,0.0,0.0,2
843014,0.0,0.0,1
3640026,0.0,0.0,1
975537,0.0,0.0,4
3607263,0.0,0.0,1
2427615,0.0,0.0,1
277713,0.0,0.0,1
559848,0.0,0.0,1
1772265,0.0,0.0,2
2312930,0.0,0.0,4
3595102,0.0,0.0,3
542268,0.0,0.0,2
3122112,0.0,0.0,1
3982533,0.0,0.0,2
1685554,0.0,0.0,2
1913428,0.0,0.0,2
3214066,0.0,0.0,1
4218668,0.0,0.0,4
1706739,0.0,0.0,1
1527457,0.0,0.0,3
5507829,0.0,0.0,1
2788086,0.0,0.0,4
4336285,0.0,0.0,1
2614738,0.0,0.0,1
5016310,0.0,0.0,1
5209168,0.0,0.0,2
3672823,0.0,0.0,1
214927,0.0,0.0,2
1837823,0.0,0.0,1
3481988,0.0,0.0,2
